Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
24612258,Greek Models of Mind and Self,Matthew Cobb,"Cobb, Matthew",,465062679,9.78047E+12,0,3.95,NYRB Classics,Hardcover,464,2015,2015,,9/26/2015,to-read,to-read (#1132),to-read,"Non-fiction by one of the more famous names in recent SF (most famous for coining ""cyberspace"").<br/><br/>Some essays here feel a bit unnecessary, like the introductions to books I've never read, so they kind of hang there in empty space. Others are so dated that they're fun to read, but not much else (""have you heard of this thing called 'eBay'???""). The best ones are about the ""Future"" (with a capital F), the Future that he grew up believing in in the 50s to the 70s - the one with the jetpacks and the space ships, the boundless optimism. That Future that has now merged into ""our"" future, less optimism, more an ever present ""now"". The essays surrounding this change are the best ones.<br/><br/>The weirdest few essays are the ones about Japan - I see a completely different Japan compared to Gibson. Gibson's Japan already exists in the optimistic perfectionist Future (even after the economy crashed!), ""my"" Japan is a special kind of hell with 80 hour work weeks lacking any vision, working not to achieve something, but because your surroundings expect it.<br/><br/>I'd say this is recommendable to Gibson fans, but not really anyone else. 2.5?",,,0,,,0,,,,,
12455877,"The Atrocity Archives (Laundry Files, #1)",Robert Sheckley,"Sheckley, Robert","Jonathan Lethem, Alex Abramovich",1590174941,9.78159E+12,3,4.18,"Little, Brown",Paperback,404,2012,2009,9/22/2015,9/21/2015,to-read,to-read (#1127),read,"A relatively interesting collection of short stories, I assume more interesting to Americans than to anyone else. Ambrose Bierce is famous for his wit and sarcasm, but here another side is shown - about half of the book is stories of the Civil War, of which Bierce himself was a veteran. These stories are not ""fun"", they're sometimes heroic, but more often about war's random chaos:<br/><br/><blockquote><br/>""And could you not have known - could you not see, sir, that you were attacking our own men?""<br/> The reply was astounding!<br/>""I knew that, general. It appeared to be none of my business.""<br/></blockquote><br/><br/>The other half (the ""...and Civilians"") part of the book is less enticing. The ghost stories don't go past ""spooky"", but there are quite a few hilarious satirical stories where Bierce's wit shines (and most of them strangely fascinated with parricide):<br/><br/><blockquote><br/>One day, when in a fit of peevish temper, I had taken the liberty to cut off the baby's ear, her [mother's] simple words, ""John, you surprise me!"" appeared to me so sharp a reproof that after a sleepless night I went to her in tears, and throwing myself at her feet, exclaimed: ""Mother, forgive me for surprising you.""<br/></blockquote><br/><br/>Reading these you can feel why Bierce is mostly remembered for his satire.",,,1,,,0,,,,,
17934530,Tales of Soldiers and Civilians,Jeff VanderMeer,"VanderMeer, Jeff",,374104093,9.78037E+12,4,3.68,O'Reilly Media,Paperback,195,2014,2014,9/12/2015,9/12/2015,to-read,to-read (#1118),read,"A strange little tale - a little bit Bildungsroman, a lot of 70s ""freakiness"" (quote from afterword), apparently for some reason categorized as SF even though no typical SF tropes appear; <br/><br/>4 university students, each of them a cliché (the gay sociopath, the Jewish Intelligenzbestie, the jock farmer, the rich guy) set out to attain immortality from a forgotten order as described in a forgotten book one of them found by accident. One has to be sacrificed, one has to commit suicide, so that the other two may live forever.<br/><br/>Is it good? Not sure - the 4 alternating voices quickly blur into one and have to be forcefully distinguished, the plot takes forever to pick up only to cut off. I'm not sure who this is for - if you're an undergrad looking for yourself, it might be yours. ",,,1,,,0,,,,,
16032127,Gegen die Zeit,Yōko Ogawa,"Ogawa, Yōko",Stephen Snyder,,,3,3.88,Anchor Books,Paperback,162,2013,1998,9/8/2015,9/8/2015,"short-stories, iraq","short-stories (#20), iraq (#1)",read,"The history of the Persian/Greek wars, the war between Athens' democracy and freedom against Persia's slavery and tyranny, the first history book ever written, and, according to this translator, the greatest shaggydog story ever told (and he's right). It's hard to classify this as non-fiction - the Gods still exist and have power, but contrary to (for example) the Odyssey, they've taken a backseat. Instead of mingling with the mortals, their power is indirect; all those who do wrong are correctly identified and punished:<br/><br/><blockquote><br/>No sooner had they blinded Euenius, however, than their livestock stopped giving birth and their soil turned similarly barren. When the Appollonians asked [the oracles] at Dodona and Delphi the reason for the calamity they were experiencing[, both gave the same answer]: that they had unjustly deprived Euenius, the guardian of the sacred flock, of his sight.<br/></blockquote><br/><br/>The oracles are always right - except when they're bribed and then themselves duly punished - their prophecies always come true, often in ironic ways, as known from Oedipus.<br/><br/><blockquote><br/>If you attack you will destroy a great empire.<br/></blockquote><br/><br/>Reading this is often like reading through an ancient Wikipedia, since Herodotus lists as many facts as he could collect. Like Wikipedia's links, every time Herodotus mentions a new place or a thing he can't help but immediately list everything about it, with the consequence that this reads like a phylogeny of stories, with branches branching off other branches, as if you'd replace all links in the Wikipedia by their respective articles' texts. You have to be careful when reading this, if you're tired when reading Herodotus' frequent sidetracking will confuse you.<br/><br/>Funny enough, it takes Herodotus about 6 or 7 of the 9 books until the ""action"" of the wars really starts; before that, he draws a picture of his world as complete and detailed as possible, knowing that this all will be lost and forgotten if not for his work. Book 2 is all about Egypt and what an amazing place it was, book 4 is about the Scythians and their customs. Darius, King of Persia and first enemy of Athens appears in book 3 - he dies in book 7, to be followed by Xerxes, who subsequently raises the biggest army the world had ever seen, literally drinking rivers dry, and their subsequent bloody run-in with the Spartans (here often Lacedaemonians, after the region of which Sparta was the capital) at Thermopylae under Leonidas (you know the comic and movie) and the subsequent defeat of the Persian fleet by the Greek fleet. <br/><br/>In between there are numerous speeches, fights, customs, small stories, rapes and brutal murders, intrigues, bribes, lootings, valorous acts in battle, stupid decisions, hilarious events, and philosophies.<br/><br/>Herodotus himself has a strong voice and judges the stories as told to him by others; sometimes highly skeptical, sometimes blindly trusting (in which case Holland's footnotes play the skeptic's part). By the way, the footnotes are numerous and extremely helpful in locating cross-references by Herodotus (or these cases where Herodotus says ""I'll talk about this later"" and then forgets all about it). In my ebook version with my font and size settings, the book ends at 68%, the rest is footnotes.<br/><br/>Recommended for: Everyone.",,,1,,,0,,,,,
21878215,Viktor Frankl: A Life Worth Living,Anthony A. Long,"Long, Anthony A.",,067472903X,9.78067E+12,0,3.83,Ace,Hardcover,248,2015,2014,,9/8/2015,essays,essays (#10),to-read,,,,0,,,0,,,,,
1713426,Tesla: Inventor of the Electrical Age,Dan Ariely,"Ariely, Dan",,006135323X,9.78006E+12,0,4.12,Pantheon,Hardcover,400,2008,2007,,9/8/2015,to-read,to-read (#1113),to-read,,,,0,,,0,,,,,
45776,The Miracle Cures of Dr. Aira,Leonard Mlodinow,"Mlodinow, Leonard",,446692514,9.78045E+12,4,4.01,Ballantine Books (NY),Paperback,192,2004,2005,9/6/2015,7/11/2015,to-read,to-read (#1112),read,"A short novella about a relatively poor family living in an unfinished tower in Buenos Aires, their way of coping with the heat, observations on Chileans vs. Argentinian men, the daily life of the builders in the tower, and the family's preparation for New Year's Eve, all a bit dreamlike, like a hot Saturday afternoon.<br/><br/>Ghosts also exist for some reason, their ethereal bodies being very useful for cooling wine, but mostly being taken for granted by the people <spoiler>they also make you commit suicide</spoiler>.",,,1,,,0,,,,,
19809,Ludwig Wittgenstein: The Duty of Genius,William Manchester,"Manchester, William",,385313489,9.78039E+12,0,4.43,CRC Press,Paperback,992,1984,1983,,9/4/2015,to-read,to-read (#1107),to-read,"White Fang and Call Of The Wild are practically the same story, with one being the mirror image of the other. White Fang sees a wild dog/wolf mix become slowly domesticated, Call of the Wild sees a domesticated dog become slowly wild.<br/>The tone is simplistic, there's not much depth here, straight adventure stories not based on survival of the fittest, but on survival of the strongest. Light, quick reading, some may be put off by all the brutality. ",,,0,,,0,,,,,
164972,The Histories,Georgina Howell,"Howell, Georgina",,374161623,9.78037E+12,0,3.95,Random House Audio,Hardcover,481,2007,1988,,9/2/2015,to-read,to-read (#1106),to-read,,,,0,,,0,,,,,
18143067,In the Freud Archives,Clark Ashton Smith,"Smith, Clark Ashton",S.T. Joshi,143107380,9.78014E+12,3,4.21,PublicAffairs,Paperback,370,2014,2014,9/2/2015,9/2/2015,to-read,to-read (#1105),read,"Very engrossing autobiography - written in a very simple style (good for those studying German?) - these memoirs deal with the author's youth in Germany from 1893, over the First World War, to his work with the Bavarian Räterepublik and his subsequent imprisonment for the involvement.<br/>The best part of this is the detailed description of the chaos in Germany between the First and the Second World War - something that was in my High School classes mostly used as a prelude to Hitler, not as its own phenomena.<br/><br/>Recommended for: People on the lookout for autobiographies in the vein of Klemperer or Reck",,,1,,,0,,,,,
10670349,The Scientists: A History of Science Told Through the Lives of it's Greatest Inventors,Marcel Reich-Ranicki,"Reich-Ranicki, Marcel",,3421044376,9.78342E+12,3,3.4,Vintage,Hardcover,224,2009,2009,8/28/2015,8/28/2015,,,read,"<blockquote><br/>The train, in America, is not a choice. It is a punishment for, having neglected to read Weber on the Protestant ethic and the spirit of capitalism, making the mistake of remaining poor.<br/></blockquote>",,,1,,,0,,,,,
1068606,Eine Jugend in Deutschland,Gerry P. Quinn,"Quinn, Gerry P.",Michael J. Keough,521009766,9.78052E+12,0,4.29,Princeton University Press,Paperback,537,2002,2002,,8/27/2015,"crime, america","crime (#7), america (#38)",to-read,"A collection of good ""longreads"" essays mostly from The New Yorker not about Sherlock Holmes (apart from the first essay) but more about obsession. A man obsessed with Sherlock Holmes, another with giant squid, another with robbing banks and breaking out of prisons - these essays are always amazingly well-written and clear structured. I'm just not the biggest fan of ""true crime"", about half of the essays would probably fit into that category.<br/><br/>But how crazy is the story of <a href=""https://en.wikipedia.org/wiki/Emmanuel_Constant"">Toto Constant</a>? The last essay (<a href=""http://www.theatlantic.com/magazine/archive/2001/06/giving-the-devil-his-due/302234/"">available here</a>) goes into much more detail of the CIA involvement than the Wikipedia article and made me glad I picked up the book.",,,0,,,0,,,,,
17130499,Discourses on Livy,W. Bernard Carlson,"Carlson, W. Bernard",,691057761,9.78069E+12,0,3.83,Duke University Press Books,Hardcover,500,2013,2013,,8/16/2015,to-read,to-read (#1093),to-read,"That was depressing, so misantrophic - <br/><br/>It's the story of Ding Village told from the unnamed dead narrator and its fall due to AIDS. It's a recent story - poorer regions of China hoped to improve their lives by selling their blood. The trade was quickly privatized, a lot of corners were cut, the blood buyers kept on re-using needles with the effect that Hepatitis and HIV spread quickly (here's a good write-up from <a href=""http://www.economist.com/node/8554778"">The Economist</a>).<br/><br/>The story itself is told mostly with the dead child's grandfather as the main character, practically the only decent and non-greedy person in the entire village; everybody else (with the narrator's father not as main villain, but as biggest egoist) tries to make a quick buck, endlessly scheming to get more money, more things, more influence, more connections, always as egoistic as possible (for example, the party officials start a matchmaking service for dead people so that the dead won't have to live alone in the afterlife - in reality, it's to get dowries and matchmaking fees); everything falls apart, but everybody contributes their own small cut to the murder/suicide of the village. A tragedy of the commons where the resource is the village itself.<br/><br/>Grandfather as the only one keeps on trying to help everybody with the only consequence that everybody uses him for their own gain; he hasn't understood that there are no morals left (a bit like Horváth's Jugend Ohne Gott/The Age of Fish).  Only at the very end does he finally make a definite step, yet then it's too late - he can tell the good news only to the coffins. ",,,0,,,0,,,,,
13792315,How to Travel with a Salmon and Other Essays,César Aira,"Aira, César",Katherine Silver,811219992,9.78081E+12,4,3.73,University of Chicago Press,Paperback,88,2012,1996,8/16/2015,8/16/2015,to-read,to-read (#1092),read,"A relatively interesting treatise on ""Realpolitik"" - how should a prince be if he wants to keep his power? Machiavelli summarises quite a bit of Italian history (which I know very little of) to show his points like ""if you've got a social side it's going to cost you a lot of money, better make it look like you have one without actually paying anything"". In parts it kept reminding me of modern politics, yet in other parts it's more historical document than anything (""the Swiss run away when facing opponents of equal strength of mind!"")",,,1,,,0,,,,,
13470,The Education of Henry Adams,Jiddu Krishnamurti,"Krishnamurti, Jiddu",D. Rajagopal,60916095,9.78006E+12,0,4.39,Mysterious Press,Paperback,258,1989,1964,,8/11/2015,to-read,to-read (#1091),to-read,"An interesting take on the past and possible future of cyber attacks, meant as a rebuttal to the currently superficial discussion on cyber security by state officials and media. <br/><br/>It starts with the title's thesis (you can't have ""cyber war"" when you see ""war"" according to Von Clausewitz' <a href=""https://en.wikipedia.org/wiki/On_War"">definitions</a>), but goes further than that by splitting up ""cyber attacks"" into sub-groups like ""subversion"", ""espionage"" etc., and shows how these have changed due to the nature of the Internet and how the future may look like. There's lots of interesting thoughts here I'll have to digest (e.g., there's a possibility that cyber attacks are ""anti-violence"", in that you can now reach your goals without having to physically harm people; there probably won't be a ""cyber 9/11"" since to be efficient in your attacks, you need to a ton of money, knowledge, and people [whoever made Stuxnet probably had enough money to build a working replica of the target factory], etc.)<br/><br/>As a bonus it contains one of the best write-ups of Stuxnet I've read.<br/><br/>Recommended for: Those interested in the intersection of the Internet and politics",,,0,,,0,,,,,
17673989,The Spanish Inquisition: A Historical Revision,Hallam Stevens,"Stevens, Hallam",,022608020X,9.78023E+12,0,4,New Directions,Paperback,304,2013,2013,,8/8/2015,"america, fiction","america (#37), fiction (#8)",to-read,"3.5<br/><br/>The story of a few deep-sea divers stumbling upon a German U-Boat at a depth of around ~200 feet close to New York, and their subsequent work on trying to identify it. The book is most riveting and claustrophobic in its  descriptions of the divers in the deep sea, trying to find their way around the dark inside the narrow busted-up submarine, the first half of the book is very strong in that. Even though so many divers die during the story you can't help but want to join them in their quest...<br/><br/>From there, it drifts off - there's a very unnecessary chapter describing what the author thinks the crew did before they embarked, for some reason there's of course not a single Nazi on board, everybody's against Hitler, the old cliches. It's an old question the children of the Nazis asked back in the 60s and 70s: ""If everyone was so anti-Hitler, who voted for him?"" There's a lot of soldier-worship in the last half, very American.",,,0,,,0,,,,,
3392293,Cyber War Will Not Take Place,César Aira,"Aira, César",Chris    Andrews,811217426,9.78081E+12,3,3.65,Random House,Paperback,139,2009,1990,7/3/2015,5/10/2015,to-read,to-read (#1085),read,"<br/>Lots of people love & hype this book, the life story of a doctor who makes it from France to Africa to the US and back to France. It's often rambling, written in a very colloquial tone, almost like you're sitting in a beer and there's this weird old drunk who's tired of life just talking and talking and talking. (It reminds me of a guy I had with me on the bus on a trip through Spain - he was Spanish, spoke fluent German, it was 9am and he was coked up to the roof of his head, smelled like a bar and said that he'd been up for three days [his smell nodded and said ""I am here to confirm""]; he alternated between ""man here everything's a big party"" and ""I wish God would kill me instead of a child, I'm tired of living"")<br/><br/>But I don't know, I'm just tired of ennui, cynicism and irony in literature; since this book came out a million others have tried to copy the style, and now I can't stand this anymore. I guess a case of ""Seinfeld is unfunny"".",,,1,,,0,,,,,
327548,Swan Song,Louis L'Amour,"L'Amour, Louis",,553280406,9.78055E+12,0,4.23,New American Library,Paperback,496,1985,1984,,8/1/2015,to-read,to-read (#1084),to-read,"Very engagingly written story of Belgium's King Leopold II's quest for his own personal colony, his very shrewd politics to create one in the yet unmapped Congo, the men who made the discoveries possible, the many atrocities committed to build and retain the colony (the author estimates the number of deaths in the colony due to murder, slavery, and disease to 10,000,000 [1], so many people died that Belgian officials worried there may not be enough workers in the future), the lives of the impressive men and women who tried to stop the colony, and the echoes of all of this into recent times (did you know that the first Prime Minister of the Congo was assassinated with support by Belgium and the US? <a href=""https://en.wikipedia.org/wiki/Patrice_Lumumba#Belgian_Involvement"">See here</a>). <br/><br/>I kept being reminded of today's politics, so much runs identical - if you want your ""sinister"" project to be supported by other nations, just say it's for humanitarian reasons (Leopold: ""I just try to uplift these poor Africans from poverty!""; Bush: ""I just try to liberate these poor Iraqis!""), but also make sure that you involve other powerful nations in your wrongdoings (Hochschild shows nicely how some other nations (Germany, Britain) committed similar atrocities at the same time, but because no-one except Belgians was financially involved in the Congo, it was ""safe"" for other countries to criticize the Belgians for their conduct in the Congo.).<br/><br/>When damaging information is released about your ""project"", immediately release countering information, and try to twist as much as possible if you have the chance (<a href=""http://www.medialens.org/index.php/alerts/alert-archive/2015/794-we-just-publish-the-position-of-the-british-government-edward-snowden-the-sunday-times-and-the-death-of-journalism.html"">recent example</a>), just like Leopold II managed to release ""summaries"" of official state documents summarising the murders to journalists, but the ""summaries"" contradicted the actual reports. Just like today, journalists printed the summary, who has time to read the actual thing? By the time the report was actually read the damage was done, the story was out and ""accepted"".<br/><br/>Since this is ""narrative"" history it's partially written more like a novel than a non-fiction book, with tinges of humor and vivid descriptions of events, may not be everyone's cup of tea.<br/><br/>[1] A contested number since there was no paperwork, no-one knew how many people lived in the Congo before, the Belgians did not keep track of how many people they killed, no-one kept track of the spread of disease etc.",,,0,,,0,,,,,
7726710,Sapiens: A Brief History of Humankind,Theodor Plievier,"Plievier, Theodor",,,,0,3.95,NYRB Classics,Hardcover,455,,1948,,8/1/2015,to-read,to-read (#1083),to-read,,,,0,,,0,,,,,
106350,The Normal and the Pathological,David Salsburg,"Salsburg, David",,805071342,9.78081E+12,0,3.88,Scholastic Paperbacks,Paperback,352,2002,2001,,8/1/2015,"essays, non-fiction, italy","essays (#8), non-fiction (#66), italy (#5)",to-read,,,,0,,,0,,,,,
24466005,Danse Macabre,Daniel Davies,"Davies, Daniel",Tess Read,,,0,3.52,Scholastic,Kindle Edition,288,2015,2015,,8/1/2015,to-read,to-read (#1081),to-read,"A bunch of people are stuck in a labyrinth, each in their own room, only able to communicate via a thread in a forum (Internet! so modern!). They all discover bits and pieces of the labyrinth around them, exchange information, but ultimately, not much ever happens, it just goes nowhere.<br/><br/>I didn't care for anyone, the philosophical parts about the helmet of horror were beyond boring (example:<br/><br/><blockquote><br/><b>Ariadne</b><br/>The separator labyrinth is the most important part of the helmet of horror. It’s the place where everything else is produced out of nothing, that is, the place where the stream of impressions arises. And it’s also the place where the past, the present and the future are separated. The past moves upwards, the future moves downwards, and the present, in the form of the stream of impressions, falls on to the outer surface of the frontal net, generating the cycle’s passionate desire to recur, so that it becomes a kind of <i>perpetuum mobile</i><br/><b>Monstradamus</b><br/>Hang on a moment. The bubbles of hope are just another state of past, right?<br/></blockquote><br/><br/>etc. pp., are you still awake?)<br/><br/>Anyway, absolutely not my cup of tea.",,,0,,,0,,,,,
18866789,Shadow Divers,Jeff Schmidt,"Schmidt, Jeff",,,,0,4.2,Rowohlt Tb.,Kindle Edition,304,2000,2000,,7/31/2015,to-read,to-read (#1080),to-read,"I think books like this tickle a spot that nowadays post-apocalypse and zombies tickles - the kind of books that let you imagine your own life in a ""new"" spot, one without any society to speak of, free to do what you want to do, with a chance to ""prove yourself"" (a hunt for self-reliance?).<br/><br/>The Land Breakers is the story of a new, small, faraway American settlement in the mountains of the 1780s. Over a few years the reader follows the new settlers in the harsh conditions, as they try and make a living off the new land. All of them are trying to start a new life, but the harsh conditions take and take and rarely give. Bears, panthers, snakes and diseases attack the settlers and take their stock, yet the settlers carry on.<br/><br/>The narrator's language is direct, reminding me of Blood Meridian or Butcher's Crossing, often echoing the language of the book's inhabitants:<br/><br/><blockquote><br/>“There are no birds here,” she said. <br/>“Oh, yes,” he said, “the birds are here.” <br/>“I locked that door when I come in, and the smoke keeps birds out of the chimney.” <br/>“I feel their wings. Listen to them fly?” <br/>She listened. “I hear the fire, that’s all.” <br/>“Oh, no,” he said, knowing he would die.<br/></blockquote><br/><br/>Besides all the harshness, there's a peculiar brand of American optimism here - the kind that says ""I need to start something <i>new</i>"" and ""there is no place for me in the old and established"" (again: something which, to me, is nowadays  found in post-apoc fiction). It makes for great reading.",,,0,,,0,,,,,
43035,The Spy (Electric Literature's Recommended Reading),Jack London,"London, Jack",,439236193,9.78044E+12,3,3.97,Pantheon Books,Mass Market Paperback,252,2001,1905,7/25/2015,7/25/2015,to-read,to-read (#1077),read,"Fun!<br/><br/>An introduction to job interviews for programmers, how to prepare, what to expect, and the ""do""s and ""don't""s. It begins with how to start your job-hunt, finding your strengths, updating your Linkedin (reasonable tips there!), and finding the job that suits you. Since programming interviews are often technical in nature, the majority of this book focuses on these parts. It goes over all the basic data-structures and gives you a couple of example problems from interviews for each structure. These are good in that the author goes through a ""natural"" thinking process with each problem - starting with the ""obvious"" and ""easy"" solution, showing where the caveats are, ""loudly"" thinking about possible ways to solve it, finding the ""good"" solution, and then sometimes going further to the ""perfect"" solution (which doesn't help in interviews, but is there for pure nerd-satisfaction). <br/><br/>After a problem was solved in ""plain text"", example programs are included. These are written in Java, C++ or C. A warning here: Many solutions include low-level concepts like pointers (or even pointers to pointers), so if you've only programmed in languages without ""manual pointers"" like Python or Ruby this book won't help you much. In fact, the String problems are a little bit frustrating to read when you know the solution in Python would be a (slow) one-liner like my_string.split("" "")[::-1] (that one's surprisingly complicated in C).<br/><br/>After going through all the basic data-structures like binary trees, stacks, heaps, strings etc. a couple of non-datastructure CS related things pop up, like graphics programming, concurrency, SQL etc., which I rarely see, but good to see them included here. Then there are a few chapters on the typical ""riddles"", like <a href=""http://www.coolmath4kids.com/math_puzzles/l1-threelights.html"">this one</a> (which doesn't even work with modern light-bulbs - LEDs don't get hot, fluorescent bulbs only a little), but the authors rightly state that these are cheap pot-shots which don't really help in anything. But since they come up in interviews, they had to be included. The book concludes with a couple of examples for ""knowledge""-based questions, and a helpful appendix on structuring/writing CVs.<br/><br/>Recommended for: Job-hunting programmers, or those in the last year of their studies. People who've never been to a technical programming interview and would like to know what to expect. People who like to solve programming riddles. People who need a crash-course/refresher on data-structures and algorithms.<br/><br/>Not recommended for: Beginning programmers (too much low-level stuff). People who only program in high-level languages like Python or Ruby. People who want to study programming interview questions specifically - there are other, bigger, more complete books on that (but I don't really see the purpose behind that - in my own experience, people who learn programming solutions by heart [they exist!] can't program at all, which will hopefully become obvious in the interview).<br/>",,,1,,,0,,,,,
158788,The Land Breakers,Wu Cheng'en,"Cheng'en, Wu",Anthony C. Yu,226971503,9.78023E+12,0,4.28,Alfred A. Knopf,Paperback,544,1980,1592,,7/15/2015,"internets, non-fiction","internets (#4), non-fiction (#63)",to-read,"A range of essays - some are book reviews, which are a delight to read, very British in humor, witty, and usually fair. The only problem with them is that the book they are reviewing is usually outdated, or even out of print. The <a href=""http://www.nybooks.com/articles/archives/1976/apr/15/the-strange-case-of-the-spotted-mice/"">titular essay</a> is a review of a book on a case of scientific fraud of the 70s (the book, again, is out of print). It surprised me how many similarities there are in this case to the recent acid-bath stem cell case of fraud, and I wonder how much of the psychology Medawar mentioned can be applied in this case, too...<br/><br/>The ones on philosophy of science seem to be almost 100% based on Popper's work, these are usually rejections of inductivism and praise of falsification, there's even a short essay on why historicism is bad. I'm not sure why you should read these - they're more readable introductions to Popper's work, but if you've read Popper (or of Popper) before, you won't find that much new in these essays.<br/><br/>You can clearly see why Gould wrote the introduction for this, this is where Gould's writing is coming from (even though Gould's essay style was much different, more American).<br/><br/>The later essays are more personal, focusing on disease, a few good tips on being in a hospital, (from which I loved this quote:<br/><br/><blockquote><br/>It is a rightly humiliating thought that, in spite of Man's ability to reach the moon, etc., etc., [sic], no one has yet designed a bedpan which is not physiologically inept, uncomfortable, and somewhat obscene.<br/></blockquote><br/><br/>Absolute truth - if you've ever been in a hospital and not allowed to get up, the design of any of these things hasn't changed in more than 50 years! Here's something for your ""disrupting start up""), and on religion. These are usually short, but playful, I'd read these on their own.<br/><br/>Recommended for: Fans of scientific essays, philosophy of science pre-Feyerabend",,,0,,,0,,,,,
167924,The Churchill Factor: How One Man Made History,Niccolò Machiavelli,"Machiavelli, Niccolò","Harvey Mansfield, Nathan Tarcov",226500365,9.78023E+12,0,4.05,Doubleday,Paperback,367,1996,1513,,7/15/2015,to-read,to-read (#1072),to-read,,,,0,,,0,,,,,
82896,Europe Central,Henry Adams,"Adams, Henry",,1406802786,9.78141E+12,0,3.66,University of California Press,Paperback,320,2006,1918,,7/10/2015,to-read,to-read (#1070),to-read,,,,0,,,0,,,,,
18693884,Programming Interviews Exposed: Secrets to Landing Your Next Job,Jordan Ellenberg,"Ellenberg, Jordan",,1594205221,9.78159E+12,0,3.96,O'Reilly Media,Hardcover,480,2014,2014,,7/10/2015,to-read,to-read (#1069),to-read,"<blockquote><br/>Are the thoughts that I am thinking as I look at this solid lump of fatty protein covered in blood vessels really made out of the same stuff? And the answer always comes back – they are – and the thought itself is too crazy, too incomprehensible, and I get on with the operation.<br/></blockquote><br/><br/>What an interesting, <i>human</i>, and very honest book - Marsh, nearly at the end of his career as a neurosurgeon, writes one chapter about something in his work that touched him - be it an operation that went wrong, or his fights with the hospital bureaucracy, his lifelong forays as a ""Western"" doctor into the post-Soviet Ukraine, personal anecdotes on having seizures and fear of cancer in the own family, and there's <i>so much regret</i>:<br/><br/><blockquote><br/>Early the next morning I lay in bed thinking about the young woman I had operated on the previous week. She had had a tumour in her spinal cord, between the sixth and seventh cervical vertebrae, and – although I do not know why, since the operation had seemed to proceed uneventfully – she awoke from the operation paralysed down the right side of her body. I had probably tried to take out too much of the tumour. I must have been too sure of myself. I had been insufficiently fearful. But I knew that however bitter my regret, and however well the pineal operation went, nothing I could do would undo the damage that I had done to the young woman.<br/></blockquote><br/><br/>Some minor quibbles are the parts on NHS bureaucracy are probably due to his rose-colored glasses of the past (""in my day we wouldn't have allowed this!"").<br/><br/>If you like thinking about your own demise, like to think about how medical doctors tick inside, or are into neurology, this should be for you. I think I'm getting this as a birthday present for my soon-to-retire-from-medicine father.",,,0,,,0,,,,,
7150397,Education of the Senses: The Bourgeois Experience: Victoria to Freud,David Grann,"Grann, David",,385517920,9.78039E+12,3,3.77,"Grove/Atlantic, Inc. - Grove/Atlantic, Inc. - Grove Press",Hardcover,338,2010,2010,7/7/2015,6/29/2015,to-read,to-read (#1067),read,"A very good summary of the life of Grace Hopper, the third programmer ever, creator of the first compiler A-0 and its subsequent versions A-1 and A-2, driving force behind making programming languages more pseudo-English (instead of mathematical script), possibly inventor of comments in programming (she wrote mathematical formulas with pencil on the punched cards that were fed to the computers), ex-alcoholic, teacher, navy-woman, co-inventor of ""debugging"" (""bug"" was already a word for problems earlier, but debugging became literal when a moth caused a breakdown in an early computer), always a force to make computing more open to the public.<br/><br/>Some parts feature less of Hopper and more of ""the invention of the information age"", especially those with Aiken, where Hopper as a ""character"" takes a step back. She had an interesting style of invention - during her wartime work, necessity was the mother of invention (""we need these bombing tables and we need them yesterday"", so sub-routines were invented so several problems could be attacked at once), but after it, much of her work was inspired by making programming easier and more accessible - less formulas, more English, and a ton of teaching to get more people into programming. A very inspiring story. <br/><br/>There are other very interesting parts here - in describing Hopper's way of ""distributed invention"" I was often reminded of Raymond's <a href=""https://www.goodreads.com/book/show/134825.The_Cathedral_the_Bazaar"">""The Cathedral and the Bazaar""</a>, her work was immediately shared with the community of programmers and mathematicians and their ideas were implemented (""Bazaar""-style invention, here called ""distributed invention"") which led to many improvements in A-1 and A-2. On the other hand, her work in the committee that designed COBOL was more of a ""Cathedral"" situation - a top-down committee of experts that first wrote the standard, then implemented the language.<br/><br/>Other parts reminded me of Brooks' <a href=""https://www.goodreads.com/book/show/13629.The_Mythical_Man_Month"">""The Mythical Man Month""</a> - some of their early day ""tricks"" with the Mark 1 computers (such as a library of subroutines so they'd have code that has been shown to work correctly, for example, the sin() function) is repeated as a tip in Brooks' book. And there's only about 40 years in between!<br/><br/>General Groves, who plays a relatively important part in Ray Monk's <a href=""https://www.goodreads.com/book/show/12041966-robert-oppenheimer"">biography of Oppenheimer</a> as Oppenheimer's ""military counterpart"" at the Manhattan Project, re-appears here as one of Hopper's bosses at Remington Rand. What a weird coincidence.<br/><br/>Of course, no history book wouldn't be without some ridiculously dry parts. This is definitely not ""pop"" history! I had to make more coffee when it came to the details of which committee did what and how their roles were defined, who sat at which position etc. during the creation of COBOL.<br/><br/>Recommended for: People interested in the history of computing or computers<br/><br/>Not recommended for: People who don't get a laugh out of <a href=""https://en.wikipedia.org/wiki/Grace_Hopper#/media/File:H96566k.jpg"">this picture</a>",,,1,,,0,,,,,
